hero_id,power_id
71,17
71,1
71,26
71,49
71,12
71,34
71,13
71,7
72,1
72,26
72,18
72,6
72,60
72,31
73,29
73,12
73,26
73,7
73,17
73,13
74,9
74,119
74,92
75,39
75,29
75,18
75,17
75,1
75,15
75,26
75,31
75,143
75,2
75,144
75,60
75,105
75,44
76,136
76,15
76,6
76,18
76,1
76,31
76,143
76,33
76,48
76,105
76,66
76,86
76,24
76,9
78,30
78,48
79,31
79,61
79,26
79,120
79,50
79,18
79,2
80,8
80,38
80,4
80,9
80,48
80,40
80,22
80,24
80,103
80,31
80,61
80,69
80,63
80,2
80,20
80,18
80,159
80,50
80,112
81,61
81,120
81,50
81,6
81,9
81,1
81,18
81,26
81,60
81,16
82,26
83,12
84,120
84,31
84,18
85,32
86,31
86,9
86,22
86,8
86,6
86,18
87,18
87,31
87,1
87,44
87,26
87,81
87,6
88,105
88,9
88,15
89,105
89,18
89,33
89,9
90,93
90,9
91,1
91,22
91,50
91,17
91,16
91,8
91,63
91,26
91,9
91,18
92,122
92,2
92,22
92,106
92,26
92,18
92,8
92,61
93,9
93,81
93,18
93,19
93,2
93,16
93,61
93,26
93,12
93,156
93,1
93,44
93,165
93,8
93,31
93,119
93,88
93,39
93,6
93,139
93,84
93,64
93,142
94,22
94,78
94,40
94,94
94,20
95,40
95,31
95,26
95,64
95,17
95,2
95,45
95,81
95,16
95,22
95,42
95,18
95,61
95,9
96,26
96,1
96,89
96,131
96,8
96,18
96,60
96,20
96,22
96,31
96,9
96,16
96,6
97,7
98,12
98,7
97,12
97,28
98,26
98,131
97,131
97,60
98,60
98,17
98,28
97,17
97,26
97,1
97,13
98,13
98,1
99,26
99,60
99,95
99,18
99,1
99,145
99,31
100,39
100,37
100,18
100,9
100,1
100,31
100,132
100,46
100,26
100,105
100,87
100,50
100,7
102,34
103,8
103,22
103,63
103,35
103,49
103,9
103,103
104,36
104,108
104,84
105,119
105,5
105,11
105,12
105,145
105,18
105,93
105,6
105,49
105,136
105,31
105,44
105,13
105,22
105,1
105,51
105,26
105,7
106,7
106,144
106,13
106,12
106,26
106,60
106,49
106,1
106,39
106,59
106,81
106,107
106,119
107,7
107,17
107,1
107,12
107,13
107,49
107,16
107,60
107,26
109,144
109,6
109,1
109,18
109,51
109,26
109,31
109,60
109,119
109,2
110,9
110,20
111,37
111,22
111,6
111,18
112,119
112,26
112,2
112,144
112,1
112,13
112,107
112,31
112,39
112,18
112,81
114,105
114,86
114,6
115,38
116,34
117,19
117,34
116,19
118,19
119,18
119,96
119,6
120,38
120,19
120,56
120,22
120,18
120,127
120,26
120,1
120,31
120,60
120,61
120,6
120,34
121,105
121,118
121,120
121,9
121,97
121,48
121,39
122,42
122,38
122,61
122,18
122,34
122,8
122,40
122,22
122,13
123,18
124,18
123,9
124,9
124,22
123,22
125,17
126,2
126,93
126,103
126,18
126,5
126,73
126,1
126,9
126,22
126,63
126,161
126,104
127,7
127,153
127,17
127,1
127,81
127,9
127,93
127,26
127,13
127,88
127,12
129,2
129,22
130,8
130,103
130,69
130,41
130,22
130,1
132,77
132,22
132,6
132,145
132,156
132,132
132,39
132,9
132,81
132,93
132,17
132,106
132,13
132,18
132,63
132,1
132,61
132,16
135,40
136,40
136,17
136,64
136,9
136,20
136,6
136,16
136,31
136,18
136,125
136,63
137,17
137,63
137,41
138,42
139,26
139,101
139,7
139,1
139,143
139,18
140,18
140,31
140,60
140,2
140,26
140,6
140,10
140,119
140,7
140,1
140,69
140,59
141,13
141,12
141,6
142,26
142,35
142,93
142,17
142,9
142,7
142,24
142,22
142,88
142,18
143,9
143,20
144,13
144,1
145,113
145,12
145,108
145,31
145,77
145,2
145,13
145,94
145,54
145,17
145,157
145,20
145,63
145,22
145,1
145,69
145,73
145,29
145,106
145,78
145,9
145,40
145,6
145,123
145,128
145,38
145,7
145,26
145,89
145,18
146,60
146,144
146,143
146,2
146,1
146,39
146,18
147,12
147,43
147,121
148,50
148,9
148,21
148,8
148,31
149,6
149,1
149,49
149,7
149,12
149,16
149,13
149,34
149,60
149,26
150,61
150,88
150,64
150,89
150,135
150,8
150,13
150,86
150,63
150,22
150,122
150,53
150,103
150,31
150,73
150,106
150,50
150,2
150,18
150,1
150,90
150,9
150,132
150,68
150,39
150,118
150,137
151,7
151,63
151,1
151,6
151,26
151,9
151,31
151,60
151,39
151,18
152,34
152,19
153,18
153,44
153,31
154,39
154,9
154,31
157,120
156,45
157,45
156,134
157,134
156,38
156,50
157,50
157,10
156,10
157,8
156,17
156,5
157,59
157,142
156,8
157,26
156,142
156,26
156,6
157,6
157,38
156,120
156,59
157,5
157,17
157,77
156,22
157,22
157,60
156,60
156,125
157,16
156,16
156,31
157,125
156,12
157,61
156,61
157,1
157,62
156,62
157,42
156,9
157,9
156,1
157,31
156,42
157,2
157,18
156,104
156,2
156,77
156,18
156,103
157,81
157,100
157,104
157,64
156,81
157,103
157,12
157,84
156,84
156,64
156,100
158,45
158,17
158,125
158,18
158,84
158,61
159,7
159,12
159,9
159,17
160,20
160,35
160,72
160,61
160,22
160,56
160,107
160,66
160,18
160,142
160,19
160,52
160,89
160,117
160,81
160,88
160,9
160,31
160,39
160,40
160,129
160,48
160,50
160,136
160,150
160,26
161,14
161,9
161,104
161,22
161,5
161,103
161,89
161,39
162,18
162,60
162,10
162,51
162,2
162,158
162,105
162,31
162,44
162,161
162,143
162,26
162,1
162,48
162,6
162,34
163,39
163,1
163,18
163,26
163,44
165,15
165,29
165,12
165,7
165,26
165,1
165,49
165,66
167,97
167,46
167,38
168,47
169,41
169,69
169,94
169,20
170,48
171,20
171,40
171,48
172,1
172,26
172,33
172,7
172,60
173,1
173,31
173,33
173,60
173,26
173,18
174,44
174,18
174,6
174,60
174,1
174,85
174,33
174,31
174,81
174,144
174,48
174,39
174,107
174,17
174,15
174,88
174,26
174,7
175,56
175,18
175,60
175,1
175,151
175,41
175,38
175,123
175,26
175,22
175,95
175,104
176,49
177,31
177,18
177,44
177,6
177,1
177,60
177,86
178,97
178,2
180,63
180,87
180,36
180,38
180,4
182,61
182,50
185,64
185,5
185,61
185,6
185,104
185,18
185,26
185,86
185,31
186,48
186,7
186,13
186,80
186,51
188,18
189,9
189,96
189,63
189,16
190,6
190,22
190,9
190,18
191,18
191,52
191,26
191,141
191,56
191,60
191,31
191,117
192,42
192,17
192,22
193,26
193,73
193,31
193,29
193,39
193,18
193,15
194,39
194,157
194,34
194,26
194,73
194,31
194,18
194,6
194,9
194,86
194,81
194,93
195,151
195,6
195,139
195,144
195,103
195,154
195,31
195,119
195,81
195,26
195,9
195,89
195,8
195,50
195,18
195,156
195,62
195,73
195,61
196,17
196,122
196,8
196,1
196,12
196,22
196,41
220,53
198,98
198,22
198,105
200,20
201,13
201,107
201,81
201,1
201,133
201,99
201,7
201,153
201,17
201,20
201,26
201,12
201,60
201,39
202,145
202,22
202,93
202,119
202,63
202,34
202,9
202,6
203,18
203,17
203,6
204,149
204,100
204,89
204,17
204,54
204,18
204,40
204,12
204,1
204,26
204,31
204,24
204,38
204,20
204,41
204,120
204,61
204,46
204,50
204,103
204,78
204,22
204,9
204,60
204,2
204,69
204,4
204,63
206,62
206,22
206,103
206,9
206,38
207,18
207,26
207,20
207,108
207,13
207,35
207,40
207,6
207,1
207,12
207,7
207,148
207,10
207,36
208,13
208,108
208,98
208,20
208,77
208,148
208,7
208,60
208,63
208,12
208,6
208,35
208,10
208,31
208,2
208,17
208,81
208,39
208,113
208,1
208,22
208,40
208,44
208,69
208,54
208,84
209,60
209,31
209,26
209,1
210,60
210,39
210,73
210,125
210,6
210,1
210,18
210,81
210,31
210,59
210,16
210,107
210,104
210,17
210,88
210,5
211,62
211,100
211,149
211,108
211,1
211,98
211,26
211,28
211,12
211,22
211,41
211,103
211,8
211,63
211,90
212,3
212,53
212,26
212,50
212,9
212,42
212,32
212,38
212,1
212,100
212,87
212,135
213,34
213,12
213,4
213,7
213,128
213,50
213,123
213,2
213,38
213,16
213,60
213,120
213,13
213,1
213,26
213,97
214,26
214,13
214,12
214,7
215,18
215,60
215,1
215,31
215,17
215,139
215,26
215,59
215,6
215,119
215,145
216,16
216,13
216,60
216,1
216,2
216,6
216,18
216,39
216,34
216,31
216,120
217,105
217,1
217,60
217,26
217,42
217,18
217,31
217,20
218,22
218,24
218,18
218,89
218,100
219,12
219,13
221,18
221,26
221,6
222,22
222,31
222,26
222,38
222,9
222,106
222,34
222,46
222,42
222,35
222,58
222,27
222,6
222,18
222,63
223,69
223,18
223,63
223,9
223,22
224,89
224,2
224,9
224,78
224,46
224,4
224,18
224,40
224,62
224,135
224,53
224,54
224,22
224,16
224,122
224,149
224,38
224,127
224,132
224,20
224,31
224,108
225,17
225,1
225,31
225,143
225,93
225,12
225,26
225,73
225,18
225,34
226,87
226,40
226,46
226,42
226,9
226,38
226,4
226,132
226,135
226,53
226,84
226,20
226,63
226,106
226,54
226,58
226,108
226,102
226,16
226,22
227,60
227,12
227,95
227,1
228,26
228,44
228,136
228,12
228,13
228,86
228,2
228,1
228,7
229,18
229,9
229,31
230,105
230,1
230,18
230,104
230,61
230,8
230,5
230,60
230,97
230,91
230,80
230,6
230,31
230,44
230,64
230,2
230,86
230,122
230,26
230,149
231,31
231,2
231,1
231,60
231,48
231,143
231,105
231,26
231,18
232,20
232,36
232,31
232,26
232,42
232,38
232,89
232,50
232,48
232,24
232,14
232,46
232,18
233,9
233,6
233,53
233,24
233,22
233,63
233,132
233,164
233,16
233,87
233,2
233,103
233,23
233,40
233,38
233,50
233,64
233,77
233,61
233,89
233,31
233,25
233,8
233,147
233,17
233,125
233,18
233,106
233,62
234,104
234,13
234,64
234,18
234,2
234,39
234,107
234,26
234,1
234,6
234,5
235,18
235,8
235,31
236,6
236,61
236,18
236,48
236,70
236,1
236,24
237,35
237,31
237,55
238,7
238,17
238,13
238,10
238,1
238,12
238,20
238,84
238,123
238,49
239,35
240,48
240,24
240,6
240,70
240,1
241,123
241,69
241,18
241,78
241,51
241,86
241,20
241,128
241,32
241,108
241,26
241,54
241,25
241,6
242,18
242,87
242,2
242,108
242,56
242,53
242,52
242,39
242,9
242,62
242,38
242,42
242,60
242,6
243,35
243,9
243,103
245,12
245,26
245,13
245,60
245,17
245,6
245,7
245,1
246,77
246,2
246,6
246,44
246,105
246,22
246,18
246,50
246,42
246,39
247,34
247,2
247,38
247,123
247,12
247,50
247,60
247,128
247,120
247,4
247,26
247,16
247,97
247,1
247,7
247,13
248,22
248,18
248,2
248,145
248,93
248,63
248,9
248,34
248,119
248,6
249,94
249,38
249,40
249,69
249,2
249,54
249,108
249,149
249,22
249,20
249,9
249,97
250,14
251,9
251,33
251,92
251,20
252,6
252,24
252,20
252,2
252,53
252,22
252,18
252,64
252,31
252,106
252,36
252,96
252,103
252,108
252,8
252,61
252,9
252,39
253,31
253,139
253,26
253,8
253,9
253,119
253,6
253,61
253,16
253,39
253,84
253,44
253,156
253,151
253,17
253,2
253,142
253,81
253,18
254,18
254,1
254,33
254,2
254,60
254,39
254,44
254,31
254,105
255,61
255,9
255,18
256,16
256,6
256,32
256,20
256,2
256,71
256,26
256,9
256,48
256,18
257,9
257,56
257,50
257,79
257,104
257,103
257,22
258,6
258,104
258,56
258,103
258,9
258,22
259,9
259,39
259,122
259,22
259,103
259,90
260,69
261,69
260,89
261,25
260,25
261,8
260,8
260,9
260,48
261,48
260,139
261,139
260,53
261,62
260,62
261,53
261,90
260,90
261,18
260,18
260,97
261,97
260,56
261,9
260,119
261,56
261,89
261,6
261,64
261,119
261,103
260,103
260,157
260,64
260,59
260,156
261,156
260,22
261,104
261,59
260,104
261,22
261,157
260,6
263,62
263,53
263,16
263,31
263,60
263,26
263,9
263,64
263,8
263,39
263,2
264,12
265,2
265,64
265,22
265,31
265,53
265,106
265,8
265,1
265,16
265,62
265,162
265,9
265,39
265,60
265,26
266,31
266,80
266,60
266,26
266,9
266,46
266,64
266,106
266,53
266,18
266,62
266,2
266,16
266,39
267,106
267,2
267,31
267,62
267,60
267,46
267,59
268,17
268,42
269,89
269,146
269,31
269,18
269,132
269,26
269,123
269,40
269,112
269,108
269,159
269,23
269,17
269,38
269,103
269,1
269,6
269,106
269,16
269,61
269,50
269,63
269,54
269,20
269,22
269,4
269,76
269,9
269,77
271,18
271,26
271,61
271,104
271,5
272,18
272,42
273,89
273,46
273,149
273,18
273,24
273,16
273,6
273,9
273,8
273,2
273,40
273,126
273,41
273,4
273,38
273,115
273,97
273,103
273,50
273,22
273,31
273,152
273,12
273,146
273,63
273,20
273,100
273,26
273,120
273,61
273,17
273,69
274,69
274,40
274,103
274,123
274,1
275,60
275,13
275,6
275,12
275,123
275,31
275,2
275,7
275,17
275,1
275,39
275,26
275,18
276,2
277,39
277,17
278,142
278,156
278,44
278,81
278,139
278,31
278,39
278,61
278,151
278,84
278,9
278,119
278,18
278,6
278,2
278,17
278,16
278,8
278,26
279,57
279,69
280,16
280,104
280,31
280,56
280,22
280,1
280,48
280,34
280,90
280,79
280,6
280,69
280,12
280,26
280,42
280,134
280,2
280,18
280,61
281,104
281,6
281,56
281,79
281,18
284,18
284,6
284,17
284,24
285,26
285,142
285,139
285,1
285,16
285,60
285,61
285,123
285,9
285,31
285,18
285,151
285,81
285,2
285,107
286,40
286,20
286,58
287,105
287,81
287,50
287,136
287,8
287,10
287,104
287,22
287,26
287,16
287,107
287,1
287,6
287,18
287,86
287,61
287,88
287,41
288,1
288,18
288,105
289,18
289,20
289,103
289,12
289,100
289,153
289,10
289,50
289,16
289,13
289,61
289,44
289,38
289,1
289,63
289,62
289,22
289,31
289,48
289,26
289,9
289,35
289,107
289,23
289,2
293,24
293,18
294,85
294,40
294,1
294,20
294,6
294,78
294,105
294,22
294,89
294,15
294,18
294,17
294,81
295,18
295,6
296,22
296,96
296,63
296,89
296,9
297,13
298,49
298,26
298,7
298,1
298,12
298,13
299,83
299,60
299,6
299,31
299,26
299,12
299,18
299,17
299,1
299,2
300,31
300,60
300,83
300,26
300,18
300,17
300,6
300,2
301,18
301,6
302,6
302,18
303,26
303,97
303,24
303,129
303,18
303,147
303,16
303,61
303,79
303,149
303,23
303,17
303,6
305,26
305,60
305,41
305,9
305,6
305,18
305,62
305,12
305,31
305,3
305,22
305,63
306,31
306,3
306,62
306,63
306,1
306,26
306,18
306,41
306,60
306,21
306,9
306,12
306,34
306,22
306,13
307,7
307,1
307,26
307,12
307,13
308,2
308,6
308,60
308,61
308,26
308,31
308,1
308,50
308,120
308,9
308,18
309,17
309,1
309,12
309,26
309,7
309,49
309,2
309,18
309,60
309,120
310,20
310,26
310,62
310,42
310,63
310,7
310,17
310,48
310,40
310,38
310,135
310,108
310,84
310,2
310,22
310,85
310,1
310,159
311,93
311,22
311,8
311,118
311,9
311,104
312,9
312,31
312,26
312,105
312,18
312,2
312,61
313,49
313,26
313,7
313,13
313,1
313,12
314,59
314,13
314,26
314,74
315,6
315,9
315,5
315,2
315,60
315,18
315,119
315,50
316,33
320,34
321,2
321,38
321,125
321,42
321,61
321,88
321,54
321,16
321,31
321,18
321,1
321,81
321,37
321,108
321,26
321,6
322,42
322,61
322,6
322,18
322,39
322,79
322,26
322,16
322,88
322,13
322,104
322,146
322,2
323,49
323,17
323,134
323,10
323,1
323,105
323,18
324,22
324,106
324,9
324,42
324,56
324,38
324,2
325,6
325,18
325,31
325,61
325,50
325,16
325,26
325,2
326,38
326,106
327,7
327,26
327,34
327,17
327,60
327,1
328,31
328,60
328,26
328,18
329,123
329,6
329,105
330,22
330,20
330,86
330,40
330,8
330,80
330,151
332,6
332,61
332,26
332,44
332,18
332,104
332,120
332,60
332,2
332,64
332,137
332,16
332,31
332,142
332,1
332,5
332,118
332,128
333,104
333,90
333,22
333,8
333,9
333,79
333,1
333,31
333,142
333,12
333,56
334,49
334,12
335,89
335,6
335,48
335,31
335,25
335,18
336,31
336,51
336,12
336,2
336,44
336,158
336,161
336,147
336,18
336,1
336,105
336,60
336,143
336,86
336,9
336,92
336,6
336,71
336,10
336,26
336,7
336,48
337,69
337,117
337,24
337,48
337,11
337,61
337,105
338,1
338,16
338,142
338,139
338,31
338,17
338,88
338,81
338,9
338,39
338,6
338,145
338,151
338,26
338,61
338,156
338,41
338,18
339,5
339,1
339,24
339,117
339,12
339,26
339,2
339,90
339,6
339,61
339,18
339,23
339,22
339,72
339,19
339,157
340,81
340,9
340,16
340,53
340,133
340,2
340,26
340,39
340,62
340,31
340,59
340,107
341,26
341,60
341,17
342,63
342,38
342,9
342,17
342,62
342,3
343,9
343,124
343,18
343,152
343,2
343,20
343,101
344,62
344,100
344,69
344,135
344,7
344,63
344,17
345,69
345,10
345,49
345,13
345,2
345,104
345,16
345,22
345,66
345,31
345,1
345,108
345,120
345,26
345,6
345,8
345,5
345,39
345,60
345,134
345,18
346,31
346,135
346,41
346,118
346,34
346,63
346,22
346,157
346,18
346,26
346,6
346,12
346,9
346,60
346,11
346,2
346,144
346,8
346,119
346,127
346,93
347,17
347,41
347,6
347,18
347,9
348,52
348,2
348,31
348,18
348,129
348,6
348,9
348,40
348,26
348,17
365,17
350,31
350,18
350,9
350,104
350,2
350,6
350,26
350,22
350,17
350,5
351,39
351,100
351,18
351,71
351,156
351,48
351,40
351,61
351,38
351,31
351,151
351,53
351,87
351,1
351,89
351,9
351,90
351,25
352,13
352,17
352,60
352,6
352,7
352,26
352,12
353,7
353,26
353,13
353,17
353,12
354,107
354,7
354,136
354,1
355,6
355,60
355,26
355,17
355,1
355,12
355,7
355,13
356,100
356,94
356,54
356,20
356,8
356,69
356,103
356,78
356,63
356,40
356,123
356,108
357,12
357,125
357,17
358,63
358,42
358,126
360,60
360,12
360,31
360,1
360,3
360,62
360,9
360,41
360,63
360,21
360,26
360,22
360,18
361,9
361,18
361,123
361,6
361,31
364,44
364,18
364,6
366,64
366,20
367,108
367,123
367,42
367,58
367,2
368,12
368,62
368,21
368,103
368,9
368,17
368,6
368,63
368,3
368,13
368,18
368,22
368,41
368,31
369,16
369,38
369,69
370,13
370,26
370,120
370,6
370,7
370,12
370,83
370,17
371,31
371,60
371,18
371,22
372,22
372,8
372,103
373,49
373,144
373,12
373,13
373,26
373,60
373,1
373,34
373,119
373,88
374,18
374,61
374,31
374,120
374,26
374,6
374,64
374,63
374,2
375,26
375,97
375,127
375,40
375,61
375,18
375,6
376,31
376,9
376,63
376,40
376,69
376,22
378,12
378,86
378,26
378,6
379,16
379,18
379,100
379,65
379,63
379,106
379,35
379,22
379,6
380,128
380,7
380,60
380,17
380,1
380,9
380,18
380,13
380,31
381,17
382,13
382,7
382,12
382,60
382,26
382,1
383,89
383,80
383,1
383,48
383,18
383,9
383,31
383,26
383,2
383,147
383,25
383,8
384,34
384,1
384,6
384,26
385,31
385,2
387,26
387,31
387,81
387,6
387,2
387,136
387,60
387,105
387,39
387,18
387,1
387,107
387,86
388,19
388,142
388,8
388,6
388,5
388,105
389,6
389,18
389,3
389,26
389,11
389,2
389,20
390,107
390,7
390,105
390,44
390,81
390,60
390,6
390,1
390,26
390,18
390,16
390,31
391,26
391,153
391,18
391,88
391,6
391,136
391,61
391,33
391,86
391,31
391,5
391,105
391,15
391,97
391,11
391,7
391,16
391,107
393,28
393,64
393,18
393,61
393,22
393,123
393,6
394,6
394,109
395,18
395,31
395,2
395,26
395,39
395,1
395,33
396,16
396,26
396,18
396,31
396,1
396,60
397,2
397,9
397,151
397,139
397,33
397,156
397,31
397,26
397,145
397,61
397,142
397,18
397,119
397,81
398,63
398,62
398,125
398,18
398,41
398,3
398,22
398,66
398,9
398,12
398,103
398,31
399,40
399,10
399,84
399,77
399,7
399,39
399,148
399,13
399,108
399,98
399,63
399,18
399,1
399,20
399,31
399,69
399,2
399,44
399,6
399,60
399,17
399,22
399,12
400,12
401,1
401,26
401,7
401,73
401,60
401,2
401,18
401,6
401,105
401,31
401,17
402,20
402,40
402,17
403,67
404,56
404,54
404,132
404,94
404,38
404,33
404,100
404,67
404,40
404,159
404,7
404,80
404,26
404,9
404,91
404,20
404,63
404,18
404,106
404,69
404,1
404,23
404,31
404,89
404,48
404,2
405,13
405,86
405,7
405,12
405,2
405,1
405,26
405,60
405,136
405,44
406,93
406,63
406,17
406,22
406,41
406,13
406,62
406,6
406,18
406,9
407,9
407,35
407,96
408,35
409,35
409,8
410,6
410,18
410,17
410,9
411,108
411,62
411,61
411,4
411,95
411,103
411,127
411,40
411,96
411,50
411,46
411,132
411,122
411,8
411,135
411,2
411,106
411,22
411,56
411,24
411,9
411,41
411,31
411,63
411,112
411,18
411,7
411,54
411,20
411,17
411,159
411,98
411,147
411,37
411,1
412,56
413,18
413,33
413,31
413,105
413,44
413,26
413,20
413,6
413,60
413,143
413,15
413,39
413,86
413,97
414,26
414,125
414,16
414,64
414,97
414,17
414,6
414,61
414,18
414,23
414,39
414,50
414,120
415,69
415,120
415,41
415,18
415,126
415,2
415,26
415,48
415,16
415,9
415,6
415,125
415,17
415,42
416,60
416,95
416,31
416,26
416,20
416,1
416,69
417,26
417,6
417,61
417,2
417,44
417,18
418,68
419,31
419,148
419,1
419,84
419,44
419,10
419,98
419,77
419,108
419,13
419,17
419,54
419,113
419,20
419,63
419,22
419,81
419,2
419,39
419,12
419,66
419,69
419,60
419,7
419,40
420,69
421,24
421,22
421,48
464,90
464,108
464,16
464,66
464,17
464,22
464,100
464,63
464,9
464,1
464,73
464,69
464,20
464,40
464,13
422,18
422,31
422,34
422,9
422,6
423,18
423,26
423,34
423,9
423,6
424,18
424,39
424,17
424,63
424,26
424,9
424,127
424,123
424,6
424,41
425,22
425,18
425,41
425,6
426,9
426,73
426,48
426,125
426,50
426,70
426,24
426,8
426,18
426,35
427,103
427,52
427,18
427,81
427,166
427,38
427,159
427,50
427,53
427,96
427,17
427,54
427,16
427,95
427,31
427,20
427,132
427,42
427,112
427,61
427,91
427,62
427,107
427,106
427,125
427,40
427,10
427,88
427,4
427,77
427,8
427,167
427,89
427,2
428,1
428,48
428,18
428,81
428,60
428,99
428,15
428,9
428,33
428,105
428,31
429,71
429,101
429,6
429,105
429,7
429,18
429,61
429,66
429,120
429,50
429,11
430,18
430,26
430,157
430,2
430,33
430,39
430,81
430,1
430,31
431,17
431,78
431,22
431,64
431,35
431,13
431,34
431,19
431,89
431,100
431,41
432,9
432,66
432,16
432,6
432,77
432,129
432,97
432,20
432,56
432,40
432,2
432,17
432,123
432,54
433,60
433,6
433,97
433,61
433,157
433,9
433,156
433,144
433,87
433,123
433,145
433,139
433,48
433,24
433,17
433,12
433,64
433,26
433,108
433,20
433,31
433,151
433,81
433,78
433,142
433,18
433,120
433,1
433,54
433,40
433,53
433,135
433,39
433,7
433,119
434,40
434,8
434,9
434,103
434,106
434,22
434,20
434,54
434,69
434,56
434,63
435,2
435,50
435,16
436,12
436,16
436,31
436,51
436,1
436,39
436,34
436,26
436,63
436,2
436,6
437,22
437,119
437,81
437,44
437,142
437,18
437,61
437,9
437,40
437,31
437,8
437,151
437,2
437,6
437,156
438,20
439,35
440,18
440,69
440,94
440,31
440,9
440,78
440,6
440,63
440,26
440,40
441,101
441,71
442,31
442,110
442,60
442,18
442,6
442,40
442,26
443,22
443,1
443,62
443,103
443,8
443,41
